Fecha,Año,Mes,IPC,pi_t,TPM_obs,TC_obs,var_tc,PIB_obs,var_pib
2018-10-01,2018,10,95.95743529411762,3.5172687574433814,5.5,49.89909565217391,4.534487373963447,103.97372424462016,6.951981523859558
2018-11-01,2018,11,95.61888321377327,2.3717595146166115,5.5,50.06654761904762,4.5750551596434486,103.97372424462016,6.951981523859558
2018-12-01,2018,12,95.41280803443324,1.1705946620883312,5.5,50.147175,4.226730747027663,103.97372424462016,6.951981523859558
2019-01-01,2019,1,95.25089182209469,0.708116099914391,5.5,50.28999523809524,4.045498297089623,102.94817742329272,6.17779402442153
2019-02-01,2019,2,95.60416355810617,1.1918672587053036,5.5,50.39727894736842,3.391591421360207,102.94817742329272,6.17779402442153
2019-03-01,2019,3,96.22974892395982,1.474582848273176,5.5,50.43798571428571,2.701415735108892,102.94817742329272,6.17779402442153
2019-04-01,2019,4,96.73757704447632,1.607915893630163,5.5,50.45553684210527,2.373239958566753,103.75665728283786,4.179226814580005
2019-05-01,2019,5,96.70813773314204,1.3107170393215517,5.5,50.46622173913043,2.3436602088811043,103.75665728283786,4.179226814580005
2019-06-01,2019,6,96.53150186513628,0.9155959067477236,5.5,50.61342105263158,2.6212399670323405,103.75665728283786,4.179226814580005
2019-07-01,2019,7,96.98045136298424,1.4005386687187649,5.0,50.814017391304354,2.676218965217702,104.15973281897097,4.710931316990255
2019-08-01,2019,8,97.31164361549496,1.7155165781983284,4.75,51.05893809523809,2.8411109780250854,104.15973281897097,4.710931316990255
2019-09-01,2019,9,97.6796350071736,2.02167730033056,4.5,51.533295,3.58521390676434,104.15973281897097,4.710931316990255
2019-10-01,2019,10,98.33465968436155,2.477373830342122,4.5,52.61744782608695,5.4476982766612725,108.71155294180843,4.5567557876849065
2019-11-01,2019,11,98.70265107604018,3.225061576354737,4.5,52.76415,5.388033545828286,108.71155294180843,4.5567557876849065
2019-12-01,2019,12,98.90136642754663,3.656278926257373,4.5,52.84205714285714,5.373946075441238,108.71155294180843,4.5567557876849065
2020-01-01,2020,1,99.2251988522238,4.172461752433954,4.5,53.04172,5.471714103127012,101.90756182526846,-1.0108149790214895
2020-02-01,2020,2,99.10008177905308,3.656658968437254,4.5,53.29064736842105,5.741120317377191,101.90756182526846,-1.0108149790214895
2020-03-01,2020,3,98.584893830703,2.4474187380497003,4.0,53.6575,6.383114313786753,101.90756182526846,-1.0108149790214895
2020-04-01,2020,4,97.77531276901004,1.0727328058429686,3.5000000000000004,54.12086666666666,7.264474929741849,85.68368073159034,-17.418618741717054
2020-05-01,2020,5,97.66491535150644,0.9893455098934244,3.5000000000000004,55.310535,9.5991201519122,85.68368073159034,-17.418618741717054
2020-06-01,2020,6,99.32823644189382,2.8972247636474435,3.5000000000000004,57.85690476190476,14.311389269144373,85.68368073159034,-17.418618741717054
2020-07-01,2020,7,101.19763271162122,4.348485998330398,3.5000000000000004,58.26933913043478,14.671781767851776,95.89742612779712,-7.932342439408586
2020-08-01,2020,8,101.98513428981347,4.802601724398725,3.5000000000000004,58.357600000000005,14.294582255408494,95.89742612779712,-7.932342439408586
2020-09-01,2020,9,102.596,5.033152501506932,3.0,58.3438380952381,13.21581143848478,95.89742612779712,-7.932342439408586
2020-10-01,2020,10,103.276,5.025024067301742,3.0,58.33595,10.868072113292238,102.8190415681663,-5.420317541408238
2020-11-01,2020,11,103.893,5.25857093743225,3.0,58.289055,10.47094476078929,102.8190415681663,-5.420317541408238
2020-12-01,2020,12,104.394,5.5536478118097365,3.0,58.0765,9.90582717662123,102.8190415681663,-5.420317541408238
2021-01-01,2021,1,105.404,6.227048390175849,3.0,58.06897647058823,9.477928827700598,107.09998921099736,5.0952326723623
2021-02-01,2021,2,106.124,7.087701740354735,3.0,57.84328000000001,8.54302369439175,107.09998921099736,5.0952326723623
2021-03-01,2021,3,106.764,8.29651060267178,3.0,57.17515217391304,6.555751151121547,107.09998921099736,5.0952326723623
2021-04-01,2021,4,107.206,9.645264191861555,3.0,56.796845,4.944448413612501,108.6366975688286,26.788084546857974
2021-05-01,2021,5,107.901,10.48082068330556,3.0,56.79191904761905,2.6783035955429524,108.6366975688286,26.788084546857974
2021-06-01,2021,6,108.585,9.319367673985932,3.0,56.87857142857143,-1.6909534607138177,108.6366975688286,26.788084546857974
2021-07-01,2021,7,109.168,7.87604124208281,3.0,56.96213181818182,-2.243387915086537,108.36679242413814,13.002816446526722
2021-08-01,2021,8,110.039,7.897097715535351,3.0,56.92994285714286,-2.4463945447673385,108.36679242413814,13.002816446526722
