Año,Mes,Inflacion_Realizada,Fecha,Expectativa_12m,Inf_AnoAct,Inf_AnoSig,TC_AnoAct,TC_12m,PIB_AnoAct,TPM_MesAct,Expectativa_12m_lag12,Error_Pronostico,Error_Cuadratico,Error_Absoluto,Revision,Error_lag12,Inf_lag13,TPM_lag13,TC_lag13,PIB_lag13,D_Pandemia
2009,6,1.41,2009-06-01,5.42,5.0,6.0,6.10341904492795,5.99991628997154,2.5,,,,,,,,,,,,0
2009,7,1.2,2009-07-01,6.5,6.0,7.0,5.96213619666572,7.09396480024473,1.5,,,,,,1.08,,,,,,0
2009,8,1.92,2009-08-01,6.11,6.0,6.1,4.54930771404352,6.04171859445556,2.0,,,,,,-0.3899999999999997,,,,,,0
2009,9,4.04,2009-09-01,6.0,6.0,6.9,5.04379768296128,5.99999999999998,2.25,,,,,,-0.1100000000000003,,,,,,0
2009,10,5.2,2009-10-01,5.735,6.0,6.98,4.54930771404352,5.8132697358988,2.1,4.0,,,,,-0.2649999999999997,,,,,,0
2009,11,5.71,2009-11-01,6.0,5.435,6.575,3.13647923142131,4.97237569060773,1.94,4.0,,,,,0.2649999999999997,,,,,,0
2009,12,5.76,2009-12-01,6.505,6.0,7.0,2.4300649901102,4.65753424657536,2.5,4.0,,,,,0.5049999999999999,,,,,,0
2010,1,6.16,2010-01-01,6.98,7.0,6.18,4.78433001107421,4.82758620689656,4.0,4.0,,,,,0.4750000000000005,,,,,,0
2010,2,6.2,2010-02-01,6.7,6.65,6.75,4.77574750830566,4.5780474351903,4.135,4.0,,,,,-0.2800000000000002,,,,,,0
2010,3,6.31,2010-03-01,6.4,6.5,6.0,3.82059800664452,4.05165076615228,4.27,4.0,,,,,-0.2999999999999998,,,,,,0
2010,4,6.34,2010-04-01,6.7,6.825,6.54,3.82059800664452,4.49999999999999,4.53,4.0,,,,,0.2999999999999998,,,,,,0
2010,5,5.86,2010-05-01,7.87,7.0,6.75,5.03875968992249,5.28455284552847,5.1,4.0,,,,,1.17,,,,,,0
2010,6,6.11,2010-06-01,7.0,7.0,6.5,5.20487264673313,5.22972972972973,5.765,4.0,5.42,0.6900000000000004,0.4761000000000005,0.6900000000000004,-0.8700000000000001,,,,,,0
2010,7,6.45,2010-07-01,6.0,6.4,6.0,4.37430786267996,4.60376628987214,5.53,4.0,6.5,-0.04999999999999982,0.002499999999999982,0.04999999999999982,-1.0,,1.41,,6.10341904492795,2.5,0
2010,8,6.29,2010-08-01,6.44,6.45,6.0,4.69269102990034,4.47672064777328,6.0,4.0,6.11,0.1799999999999997,0.0323999999999999,0.1799999999999997,0.4400000000000004,,1.2,,5.96213619666572,1.5,0
2010,9,6.14,2010-09-01,6.245,6.0,6.0,4.37430786267996,4.10525896298872,5.7,4.0,6.0,0.1399999999999997,0.01959999999999991,0.1399999999999997,-0.1950000000000003,,1.92,,4.54930771404352,2.0,0
2010,10,6.32,2010-10-01,6.35,6.275,5.935,4.55426356589148,4.16781606222827,6.0,4.75,5.735,0.585,0.3422249999999999,0.585,0.1049999999999995,,4.04,,5.04379768296128,2.25,0
2010,11,6.22,2010-11-01,6.5,6.45,6.5,4.23588039867111,4.1588981755118,6.5,5.0,6.0,0.2199999999999998,0.04839999999999989,0.2199999999999998,0.1500000000000004,,5.2,4.0,4.54930771404352,2.1,0
2010,12,6.24,2010-12-01,6.0,6.0,6.2,3.66832779623477,4.13257073704835,6.875,5.0,6.505,-0.2649999999999997,0.07022499999999983,0.2649999999999997,-0.5,,5.71,4.0,3.13647923142131,1.94,0
2011,1,6.38,2011-01-01,6.43,6.4,6.0,4.55514118273841,4.05405405405406,5.9,5.0,6.98,-0.6000000000000005,0.3600000000000007,0.6000000000000005,0.4299999999999997,,5.76,4.0,2.4300649901102,2.5,0
2011,2,6.94,2011-02-01,6.525,6.5,6.3,4.80820458177943,3.43010303536619,5.7,5.0,6.7,0.2400000000000002,0.0576000000000001,0.2400000000000002,0.09500000000000064,,6.16,4.0,4.78433001107421,4.0,0
2011,3,7.85,2011-03-01,7.475,6.8,6.3,5.19445924347364,3.16622691292876,5.5,6.0,6.4,1.449999999999999,2.102499999999998,1.449999999999999,0.9499999999999993,,6.2,4.0,4.77574750830566,4.135,0
2011,4,8.45,2011-04-01,7.175,7.0,6.0,5.44752264251466,3.01602009659889,5.5,6.25,6.7,1.749999999999999,3.062499999999997,1.749999999999999,-0.2999999999999998,,6.31,4.0,3.82059800664452,4.27,0
2011,5,9.01,2011-05-01,7.0,7.3,6.0,5.71390516782099,2.87762056102204,5.5,6.75,7.87,1.14,1.299599999999999,1.14,-0.1749999999999998,,6.34,4.0,3.82059800664452,4.53,0
2011,6,8.9,2011-06-01,7.0,7.5,6.1,6.02024507192327,2.07002300025554,5.0,6.75,7.0,1.9,3.610000000000001,1.9,0.0,0.6900000000000004,5.86,4.0,5.03875968992249,5.1,0
2011,7,8.08,2011-07-01,7.35,7.98,6.0,6.11534363345765,1.89423027696718,5.0,6.75,6.0,2.08,4.3264,2.08,0.3499999999999996,-0.04999999999999982,6.11,4.0,5.20487264673313,5.765,0
2011,8,8.46,2011-08-01,7.5,8.0,6.3,6.85935002663826,2.0538001393564,4.5,6.75,6.44,2.02,4.080400000000002,2.02,0.1500000000000004,0.1799999999999997,6.45,4.0,4.37430786267996,5.53,0
2011,9,8.31,2011-09-01,7.55,8.46,6.0,6.88665423548216,1.71177602654117,4.475,6.75,6.245,2.065,4.264225000000001,2.065,0.04999999999999982,0.1399999999999997,6.29,4.0,4.69269102990034,6.0,0
2011,10,7.91,2011-10-01,7.0,8.01,6.3,3.7559936068194,3.27576754385965,4.5,6.75,6.35,1.56,2.433600000000002,1.56,-0.5499999999999998,0.585,6.14,4.0,4.37430786267996,5.7,0
2011,11,7.79,2011-11-01,8.0,8.33,6.055,3.88918486947256,5.71428571428572,4.25,6.75,6.5,1.29,1.6641,1.29,1.0,0.2199999999999998,6.32,4.75,4.55426356589148,6.0,0
2011,12,7.76,2011-12-01,6.0,7.98,6.0,2.98348428343101,4.53623188405796,4.5,6.75,6.0,1.76,3.097599999999999,1.76,-2.0,-0.2649999999999997,6.22,5.0,4.23588039867111,6.5,0
2012,1,7.31,2012-01-01,6.91,6.055,5.74,4.89438433797013,5.75447570332481,4.5,6.75,6.43,0.8799999999999999,0.7743999999999999,0.8799999999999999,0.9100000000000001,-0.6000000000000005,6.24,5.0,3.66832779623477,6.875,0
2012,2,6.73,2012-02-01,6.12,6.25,6.0,4.58526532715096,5.12820512820513,4.5,6.75,6.525,0.2050000000000001,0.04202500000000003,0.2050000000000001,-0.79,0.2400000000000002,6.38,5.0,4.55514118273841,5.9,0
2012,3,5.39,2012-03-01,6.13,6.17,5.5,4.8428645028336,4.59183673469388,4.6,6.75,7.475,-2.085,4.347225,2.085,0.009999999999999787,1.449999999999999,6.94,5.0,4.80820458177943,5.7,0
2012,4,4.46,2012-04-01,6.235,6.125,6.0,6.04070066975786,5.49872122762148,4.5,6.75,7.175,-2.715,7.371224999999999,2.715,0.1050000000000004,1.749999999999999,7.85,6.0,5.19445924347364,5.5,0
2012,5,3.61,2012-05-01,5.68,5.58,5.54,4.198866563627,5.16150516150516,4.5,6.75,7.0,-3.39,11.4921,3.39,-0.5550000000000006,1.14,8.45,6.25,5.44752264251466,5.5,0
2012,6,3.67,2012-06-01,6.17,5.0,5.5,4.8428645028336,6.13810741687979,4.5,6.0,7.0,-3.33,11.0889,3.33,0.4900000000000002,1.9,9.01,6.75,5.71390516782099,5.5,0
2012,7,4.2,2012-07-01,5.95,4.5,5.5,3.29726944873776,5.60102301790282,4.125,6.0,7.35,-3.149999999999999,9.922499999999996,3.149999999999999,-0.2199999999999998,2.08,8.9,6.75,6.02024507192327,5.0,0
2012,8,3.48,2012-08-01,5.55,3.8,5.0,2.9108706852138,4.77824866693334,4.0,5.5,7.5,-4.02,16.1604,4.02,-0.4000000000000004,2.02,8.08,6.75,6.11534363345765,5.0,0
2012,9,3.54,2012-09-01,5.25,4.0,5.0,3.54752704791345,5.63593101271458,4.0,5.0,7.55,-4.01,16.0801,4.01,-0.2999999999999998,2.065,8.46,6.75,6.85935002663826,4.5,0
2012,10,3.78,2012-10-01,5.33,4.2,5.0,3.03967027305512,5.03778337531486,4.0,5.0,7.0,-3.22,10.3684,3.22,0.08000000000000007,1.56,8.31,6.75,6.88665423548216,4.475,0
2012,11,3.91,2012-11-01,5.515,4.0,5.23,3.68753219989696,4.473888055972,4.0,5.0,8.0,-4.09,16.7281,4.09,0.1849999999999996,1.29,7.91,6.75,3.7559936068194,4.5,0
2012,12,3.91,2012-12-01,5.08,3.95,5.13,3.68366821226171,4.58035103293939,4.0,5.0,6.0,-2.09,4.368099999999999,2.09,-0.4349999999999996,1.76,7.79,6.75,3.88918486947256,4.25,0
2013,1,4.66,2013-01-01,5.3,5.6,5.0,5.61881188118813,4.47174447174448,3.3,5.0,6.91,-2.25,5.0625,2.25,0.2199999999999998,0.8799999999999999,7.76,6.75,2.98348428343101,4.5,0
2013,2,4.85,2013-02-01,5.68,5.895,5.0,6.06435643564357,5.01222493887531,3.2,5.0,6.12,-1.27,1.612900000000001,1.27,0.3799999999999999,0.2050000000000001,7.31,6.75,4.89438433797013,4.5,0
2013,3,5.22,2013-03-01,5.56,6.0,5.0,6.43564356435644,5.06822612085769,3.25,5.0,6.13,-0.9100000000000001,0.8281000000000003,0.9100000000000001,-0.1200000000000001,-2.085,6.73,6.75,4.58526532715096,4.5,0
2013,4,4.91,2013-04-01,5.5,5.5,4.9,5.22277227722772,4.17686541869519,3.625,5.0,6.235,-1.325,1.755625,1.325,-0.05999999999999961,-2.715,5.39,6.75,4.8428645028336,4.6,0
2013,5,5.58,2013-05-01,5.1,5.15,5.0,3.96039603960396,4.54379200039676,3.0,5.0,5.68,-0.09999999999999964,0.009999999999999929,0.09999999999999964,-0.4000000000000004,-3.39,4.46,6.75,6.04070066975786,4.5,0
2013,6,5.42,2013-06-01,5.18,5.16,5.0,5.44851485148514,4.38554216867471,3.0,4.25,6.17,-0.75,0.5625,0.75,0.08000000000000007,-3.33,3.61,6.75,4.198866563627,4.5,0
2013,7,4.45,2013-07-01,5.14,5.16,5.0,6.18811881188119,4.04761904761906,2.775,4.25,5.95,-1.5,2.25,1.5,-0.04000000000000004,-3.149999999999999,3.67,6.0,4.8428645028336,4.5,0
2013,8,4.66,2013-08-01,5.4,5.0,5.22,6.85643564356437,5.22689474934663,3.0,4.25,5.55,-0.8899999999999997,0.7920999999999995,0.8899999999999997,0.2600000000000007,-4.02,4.2,6.0,3.29726944873776,4.125,0
2013,9,4.85,2013-09-01,5.22,5.1,5.0,11.3861386138614,3.4965034965035,2.5,6.25,5.25,-0.4000000000000004,0.1600000000000003,0.4000000000000004,-0.1800000000000006,-4.01,3.48,5.5,2.9108706852138,4.0,0
2013,10,4.61,2013-10-01,5.35,5.2,5.0,6.46039603960396,4.04075675147182,2.5,6.25,5.33,-0.7199999999999998,0.5183999999999996,0.7199999999999998,0.1299999999999999,-3.22,3.54,5.0,3.54752704791345,4.0,0
2013,11,3.96,2013-11-01,4.79,5.0,4.825,6.43564356435644,5.83537636436424,2.8,6.25,5.515,-1.555,2.418024999999999,1.555,-0.5599999999999996,-4.09,3.78,5.0,3.03967027305512,4.0,0
2013,12,3.88,2013-12-01,4.65,4.015,4.8,5.97772277227723,4.8429085908407,3.0,6.25,5.08,-1.2,1.44,1.2,-0.1399999999999997,-2.09,3.91,5.0,3.68753219989696,4.0,0
2014,1,3.43,2014-01-01,4.6,4.5,4.34,4.88431876606685,4.65116279069768,4.5,6.25,5.3,-1.87,3.496899999999999,1.87,-0.05000000000000071,-2.25,3.91,5.0,3.68366821226171,4.0,0
2014,2,3.18,2014-02-01,4.65,4.5,4.35,4.4987146529563,4.44992690058479,4.5,6.25,5.68,-2.5,6.249999999999998,2.5,0.05000000000000071,-1.27,4.66,5.0,5.61881188118813,3.3,0
2014,3,2.95,2014-03-01,4.5,4.5,4.2,5.39845758354756,4.59770114942528,4.5,6.25,5.56,-2.609999999999999,6.812099999999997,2.609999999999999,-0.1500000000000004,-0.9100000000000001,4.85,5.0,6.06435643564357,3.2,0
2014,4,3.05,2014-04-01,4.58,4.5,4.5,4.79083898107036,5.24007386888274,4.5,6.25,5.5,-2.45,6.002500000000001,2.45,0.08000000000000007,-1.325,5.22,5.0,6.43564356435644,3.25,0
2014,5,2.49,2014-05-01,4.465,4.35,4.3,4.2533302173405,4.69907407407406,4.5,6.25,5.1,-2.609999999999999,6.812099999999997,2.609999999999999,-0.1150000000000002,-0.09999999999999964,4.91,5.0,5.22277227722772,3.625,0
2014,6,2.42,2014-06-01,4.1,4.2,4.4,4.69735919607384,5.0,5.0,6.25,5.18,-2.76,7.617599999999999,2.76,-0.3650000000000002,-0.75,5.58,5.0,3.96039603960396,3.0,0
2014,7,3.03,2014-07-01,4.33,4.0,4.3,3.80930123860717,4.49026345933563,4.8,6.25,5.14,-2.11,4.4521,2.11,0.2300000000000004,-1.5,5.42,4.25,5.44851485148514,3.0,0
2014,8,2.84,2014-08-01,4.17,4.0,4.345,3.52886188361767,4.49026345933563,4.5,6.25,5.4,-2.56,6.553600000000003,2.56,-0.1600000000000001,-0.8899999999999997,4.45,4.25,6.18811881188119,2.775,0
2014,9,2.59,2014-09-01,4.175,3.855,4.45,3.45875204487031,2.62844424939657,5.55,6.25,5.22,-2.63,6.916899999999999,2.63,0.004999999999999893,-0.4000000000000004,4.66,4.25,6.85643564356437,3.0,0
2014,10,2.41,2014-10-01,4.0,3.55,4.3,3.06146295863521,3.34150144798395,5.55,6.25,5.35,-2.94,8.643599999999998,2.94,-0.1749999999999998,-0.7199999999999998,4.85,6.25,11.3861386138614,2.5,0
2014,11,2.5,2014-11-01,3.385,3.225,3.95,3.55223182986679,4.16143359840688,6.0,6.25,4.79,-2.29,5.2441,2.29,-0.6150000000000002,-1.555,4.61,6.25,6.46039603960396,2.5,0
2014,12,1.58,2014-12-01,3.5,2.51,3.7,3.62234166861417,3.99548532731377,6.5,6.25,4.65,-3.07,9.424900000000001,3.07,0.1150000000000002,-1.2,3.96,6.25,6.43564356435644,2.8,0
2015,1,0.82,2015-01-01,3.5,3.75,4.0,3.69702434625789,3.74498439589834,5.5,6.25,4.6,-3.78,14.2884,3.78,0.0,-1.87,3.88,6.25,5.97772277227723,3.0,0
2015,2,0.16,2015-02-01,3.69,3.575,4.0,4.94815148782688,3.98230088495575,5.625,6.25,4.65,-4.49,20.1601,4.49,0.1899999999999999,-2.5,3.43,6.25,4.88431876606685,4.5,0
2015,3,0.04,2015-03-01,3.75,3.5,3.93,3.65193868349865,3.79464285714286,5.75,6.25,4.5,-4.46,19.8916,4.46,0.06000000000000005,-2.609999999999999,3.18,6.25,4.4987146529563,4.5,0
2015,4,0.34,2015-04-01,3.15,3.25,4.0,3.69702434625789,3.75863583156382,5.375,5.75,4.58,-4.24,17.9776,4.24,-0.6000000000000001,-2.45,2.95,6.25,5.39845758354756,4.5,0
2015,5,0.46,2015-05-01,3.0,2.89,3.4,3.65193868349865,3.79464285714286,5.3,5.25,4.465,-4.005,16.040025,4.005,-0.1499999999999999,-2.609999999999999,3.05,6.25,4.79083898107036,4.5,0
2015,6,0.61,2015-06-01,3.135,2.9,3.805,3.52795311091073,3.73735611490763,6.0,5.0,4.1,-3.49,12.1801,3.49,0.1349999999999998,-2.76,2.49,6.25,4.2533302173405,4.5,0
2015,7,0.2,2015-07-01,3.575,2.725,4.0,3.40396753832282,3.77919079631652,6.0,5.0,4.33,-4.13,17.0569,4.13,0.4400000000000004,-2.11,2.42,6.25,4.69735919607384,5.0,0
2015,8,0.43,2015-08-01,3.5,2.48,3.85,3.47159603246168,3.71595185026132,6.0,5.0,4.17,-3.74,13.9876,3.74,-0.07500000000000018,-2.56,3.03,6.25,3.80930123860717,4.8,0
2015,9,0.54,2015-09-01,3.24,2.38,3.6,3.29125338142471,3.5265594004849,6.1,5.0,4.175,-3.635,13.213225,3.635,-0.2599999999999998,-2.63,2.84,6.25,3.52886188361767,4.5,0
