Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Banco Central de República Dominicana,,,,,,,,,,,,,,,,
Departamento de Programación Monetaria y Estudios Económicos,,,,,,,,,,,,,,,,
División de Encuestas Macroeconómicas,,,,,,,,,,,,,,,,
Encuesta de Expectativas Macroeconómicas,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mediana de las expectativas,,,,,,,,,,,,,,,,
Año,Mes,Inflación,,,,Variación porcentual interanual implícita del tipo de cambio,,,,Crecimiento interanual del PIB real,,,Tasa de política monetaria (TPM),,,
,,Año actual,En 12 meses,Año siguiente,En 24 meses,Año actual,En 12 meses,Año siguiente,En 24 meses,Trimestre actual,Año actual,Año siguiente,Mes actual,Trimestre actual,Año actual,En 12 meses
2013,12,4.015,4.65,4.8,,5.97772277227723,4.8429085908407,4.85140839707114,,3.3,3,4.4,6.25,6.25,6.25,
2014,1,4.5,4.6,4.34,,4.88431876606685,4.65116279069768,4,,4,4.5,5,6.25,6.25,6,
2014,2,4.5,4.65,4.35,,4.4987146529563,4.44992690058479,3.77553065060018,,2.7,4.5,4.7,6.25,6.25,6.44,
2014,3,4.5,4.5,4.2,,5.39845758354756,4.59770114942528,3.51230425055928,,4,4.5,5,6.25,6.25,6.25,
2014,4,4.5,4.58,4.5,,4.79083898107036,5.24007386888274,4.22222222222222,,3.9,4.5,5,6.25,6.25,6.25,
2014,5,4.35,4.465,4.3,,4.2533302173405,4.69907407407406,3.88890759973219,,4.375,4.5,5,6.25,6.25,6.25,
2014,6,4.2,4.1,4.4,,4.69735919607384,5,4.24903431038401,,4.9,5,5,6.25,6.25,6.25,
2014,7,4,4.33,4.3,,3.80930123860717,4.49026345933563,3.61281526925699,,4.55,4.8,5,6.25,6.25,6.25,
2014,8,4,4.17,4.345,,3.52886188361767,4.49026345933563,4.39684329199548,,4.2,4.5,5,6.25,6.25,6.25,
2014,9,3.855,4.175,4.45,,3.45875204487031,2.62844424939657,3.48846978199752,,4.9,5.55,5.35,6.25,6.25,6.25,
2014,10,3.55,4,4.3,,3.06146295863521,3.34150144798395,3.81403746332656,,4.85,5.55,5,6.25,6.25,6.25,
2014,11,3.225,3.385,3.95,,3.55223182986679,4.16143359840688,3.95953537807471,,5,6,5,6.25,6.25,6.25,
2014,12,2.51,3.5,3.7,,3.62234166861417,3.99548532731377,3.99548532731377,,5.65,6.5,5.5,6.25,6.25,6.25,
2015,1,3.75,3.5,4,,3.69702434625789,3.74498439589834,4,,5.92,5.5,5,6.25,6.25,6.25,
2015,2,3.575,3.69,4,,4.94815148782688,3.98230088495575,4.0277663022024,,5.495,5.625,5,6.25,6.25,6.25,
2015,3,3.5,3.75,3.93,,3.65193868349865,3.79464285714286,3.98249452954049,,6.23,5.75,5.5,6.25,6.25,6.25,
2015,4,3.25,3.15,4,,3.69702434625789,3.75863583156382,3.45387699096641,,6,5.375,5.25,5.75,5.75,5.75,
2015,5,2.89,3,3.4,,3.65193868349865,3.79464285714286,3.59007832898173,,5,5.3,5.1,5.25,5.25,5,
2015,6,2.9,3.135,3.805,,3.52795311091073,3.73735611490763,3.54580036501284,,5.94,6,5,5,5,4.75,
2015,7,2.725,3.575,4,,3.40396753832282,3.77919079631652,3.64689101634272,,5.77,6,5.5,5,5,5,
2015,8,2.48,3.5,3.85,,3.47159603246168,3.71595185026132,3.79549685250787,,5.67,6,5.5,5,5,5,
2015,9,2.38,3.24,3.6,,3.29125338142471,3.5265594004849,3.50457117979974,,6,6.1,5.5,5,5,5,
2015,10,1.9,3.72,3.915,,3.30252479711451,3.68897008748493,3.75642614754312,,6,6.03,5.2,5,5,5,
2015,11,2.5,2.98,3.2,,2.89675383228134,2.94859987759339,3.38742467145866,,6,6.17,5.25,5,5,5,
2015,12,2.5,3.49,3.5,,2.78403967538324,3.50493301086414,3.50493301086414,,6.1,6.45,5.5,5,5,5,
2016,1,3.37,3.4,4,,3.20526893523601,3.34476843910807,2.95067844066337,,6.01,6,5.2,5,5,5.25,
2016,2,3.275,3.5,4,,3.51262349066959,3.4934497816594,3.79198266522209,,5.35,5.5,5,5,5,5.5,
2016,3,3.2,3.555,4,,3.40285400658618,3.99127589967285,3.50472193074503,,6,5.9,5.1,5,5,5.375,
2016,4,3.1,3.5,4,,2.81009879253568,3.35731414868106,3.16889632107022,,5,5.6,5,5,5,5,
2016,5,2.87,3,4,,3.0515916575192,3.44076655052263,3.37552742616034,,5.5,5.6,5,5,5,5.125,
2016,6,2.7,3.3,4,,3.0515916575192,3.65853658536586,3.82978723404255,,6,6,5.2,5,5,5,
2016,7,2.9,3.5,4,,2.83205268935238,3.64002854472441,3.45572354211663,,5.825,6,5,5,5,5,
2016,8,3,3,4,4,2.82107574094402,3.54166666666667,3.71956452997244,3.32410047543831,6,6,5.5,5,5,5,
2016,9,1.945,3.18,3.325,3.21,2.5795828759605,3.70250823467196,3.59081449369684,3.35435666410284,6.5,7,5.6,5,5,5,
2016,10,1.965,2.97,3.5,3.26,2.81009879253569,3.42679509506115,3.87528956194032,3.91309611187647,6.05,6.6,5.5,5,5,5,
2016,11,1.8,3.15,3.5,4,2.87596048298573,3.35900727428327,4.00938366389423,3.79815882611936,5.36,6.4,5.3,5.5,5.5,5.5,
2016,12,1.15,3,3.4,4,2.74423710208562,3.25481798715204,3.25481798715204,3.18764104606398,5.95,6.5,5.375,5.5,5.5,5.5,
2017,1,3.5,3,4,4,3.74652108756155,3.9957264957265,4.00331881352416,3.9775028123386,5.95,5.125,5,5.5,5.5,6,
2017,2,4,3.5,4.225,4.055,4.15328623421108,3.88237584938093,4.00368886602188,3.96849584424659,5.275,5.125,5,5.5,5.5,6,6
2017,3,3.82,3.765,4.2,4.09,3.96060800685079,4.01691331923892,4.06185567010309,3.77467468909767,5.5,5.3,5,5.5,5.5,6.25,6.375
2017,4,4,3.5,4.335,4,4.17469492614,3.79746835443038,4.09869494290376,3.85395537525357,5.25,5.2,5,5.75,5.75,6,6.25
2017,5,3.84,4,4.21,4.44,3.83215585527723,3.73338958025733,4.13223140495869,4.06752236020528,5.2,5.2,5,5.75,5.75,6,6
2017,6,3.8,4,4.2,4.5,3.74652108756155,3.65930599369085,4.01565074135091,3.99878861296183,5.27,5.2,5,5.75,5.75,6,6.25
2017,7,3.14,3.705,4,4,3.73581674159709,3.77358490566038,4.01565074135091,4.00886381950041,5,5.2,5,5.75,6,6.25,5.75
2017,8,3.1,3.8,4,4,3.2327124812674,3.36336585575782,4.12195299040932,3.97301732164571,4.18,5,5,5.25,5.5,6,5.25
2017,9,3.4,3.5,4,4.11,3.51102547634339,3.35148722245497,3.40620777261776,4,4.6,4.655,5,5.25,5.5,5.75,5.25
2017,10,3.5,4,4,4,3.41468636266324,3.53189612250068,3.57468106652145,3.93811533052038,4.5,4.63,4.64,5.25,5.25,5.75,5.25
2017,11,3.6,3.925,4,4,3.339755940912,3.54166666666667,3.66535514599298,4.0008082440897,4.91,4.65,5,5.25,5.25,5.25,5.5
2017,12,3.9,4.05,4,4,3.40398201669878,3.78122437765882,3.72825186412593,3.6883857600895,4.6,4.565,4.95,5.25,5.25,5.25,5.875
2018,1,4.25,4.11,4.45,4,3.74741200828157,3.85964912280701,3.98565165404543,4.07069102462272,4.3,4.65,4.905,5.25,5.25,5.65,5.575
2018,2,4.05,4.02,4.32,4.27,3.81987577639753,3.33211415943849,3.7267200923105,3.84615384615385,4.65,5,5,5.25,5.25,5.75,5.75
2018,3,4,4,4,4,4.28571428571429,3.45896684825708,3.29648637978681,4.39113477419792,5.1,5,5,5.25,5.25,5.75,5.75
2018,4,4.2,4.105,4.4,4.5,4.98964803312629,4.06240646878172,4.05033425088479,4.01716068642746,5.16,5,5,5.25,5.25,5.625,5.75
2018,5,4.2,4.545,4.3,4.25,4.57556935817806,3.80664652567977,4.01835076104619,4.99325236167343,5.5,5.5,5,5.25,5.5,5.5,5.75
2018,6,4.34,4.5,4.29,4.5,4.45134575569359,3.95308768470972,4.00159267370099,3.99997928829084,5.5,5.5,5,5.25,5.25,5.75,5.75
2018,7,4.5,4.5,4.5,4.66,3.88198757763976,3.90663205350604,4.04898281651194,3.98593200468933,5.5,5.8,4.9,5.25,5.275,5.5,5.75
2018,8,4.335,4.6,4.5,4.5,4.14078674948239,3.91566265060241,4.08001584472171,4.04624277456647,6,6.1,5.2,5.5,5.5,5.75,5.75
2018,9,4,4.21,4.45,4.5,4.03726708074534,4.08735724303748,4.00396432111001,3.9699364039314,5.6,6,5.3,5.5,5.5,5.75,5.75
2018,10,3.9,4.15,4.2,4.275,4.14078674948239,4,4.00159267370099,3.98076923076923,5.5,6.2,5,5.5,5.75,5.75,6
2018,11,3.1,4.01,4,4,4.24430641821947,3.98139276293221,4.00079617834395,4.01529636711282,5.69,6.5,5.5,5.5,5.5,5.5,5.75
2018,12,2.08,3.75,3.85,4,4.24430641821947,4.15841584158416,4.20801905518062,3.99133986458968,6.1,6.6,5.5,5.5,5.5,5.5,5.875
2019,1,3.75,3.695,4,4,4.23627684964201,4.13698393978693,3.99814009935029,3.99619410085632,5.5,5.625,5,5.5,5.5,5.75,5.75
2019,2,3.205,3.4,4,3.8,4.03739061256961,4.04892337063465,3.35564032815667,3.77358490566038,5.5,5.5,5,5.5,5.5,5.75,5.75
2019,3,3.335,3.97,3.83,3.74,3.68933969769291,3.65540635374696,3.71068313623139,3.97600704436131,5.6,5.75,5.4,5.5,5.5,5.75,5.75
2019,4,3.45,3.79,3.875,3.67,3.45067621320604,3.59826018189007,3.89336401994631,3.97173954554135,5.5,5.75,5.2,5.5,5.5,5.5,5.75
2019,5,3.5,3.66,3.8,3.7,3.02307080350041,3.30430782451127,3.42979835698282,4.00494108703915,5.5,5.5,5.06,5.5,5.5,5.5,5.5
2019,6,3.25,3.485,3.65,3.705,3.1225139220366,3.24443275604681,3.35795914038367,3.90092313316882,5.3,5.5,5.4,5.5,5.5,5.5,5.5
2019,7,2.775,3.34,3.56,3.7,3.11256961018297,3.70588235294118,3.53226969033296,3.55656451002648,5.3,5.5,5.29,5,5,5,5.25
2019,8,2.83,3.55,3.7,3.7,3.38106603023069,3.89863547758285,3.59142691639311,3.2258064516129,4.825,5,5,4.75,4.75,4.75,5
2019,9,2.95,3.66,3.725,3.88,3.61972951471758,3.76176381143188,3.59179793590441,3.43228200371057,4.95,4.95,5,4.5,4.5,4.25,4.75
2019,10,3.1,3.5,3.7,3.6,5.31026252983293,4.0604343720491,5.00472143531634,4.09642921877831,4.85,4.85,5,4.5,4.5,4.5,5
2019,11,3.54,3.02,4,3.85,5.60859188544154,4.25411230856494,4.2465597957157,4.04411764705883,5,4.9,5,4.5,4.5,4.5,5
2019,12,3.775,3.9,4,3.96,5.40970564836913,4.03393025447691,4.03393025447691,3.81525045032206,5.1,4.94,4.65,4.5,4.5,4.5,5
2020,1,4,4,4,3.95,4.17296072507554,4.57329326196362,4.01591895803184,4.48375114877974,4.7,4.85,5,4.5,4.5,5,5
2020,2,4,3.985,4,4,4.6166918429003,4.16755142296752,3.76202678115031,3.94265232974911,5,5,5,4.5,4.5,4.9,5
2020,3,3.415,3.715,4,4,4.88104229607251,4.55886917118994,3.91299383046207,4.47645154050847,4.5,4.25,5,4.5,4.5,4.125,4.75
2020,4,4,3.7,4.1,4,6.4954682779456,5.55555555555556,5,4.84429065743945,-1.2,0.2,4.5,3.5,3.375,3.5,4
2020,5,2.5,3,3.66,4,15.1812688821752,9.86853637160385,4.61538461538462,5.36585365853659,-2.1,-2,4,3.5,3.5,3.5,4
